"AverageSpeed","tick"
99.80000000000001,286.0
99.80000000000001,287.0
99.80000000000001,288.0
99.80000000000001,289.0
99.80000000000001,290.0
99.80000000000001,291.0
99.80000000000001,292.0
98.60000000000002,293.0
98.67,294.0
98.74000000000001,295.0
98.80999999999999,296.0
98.60000000000002,297.0
98.67,298.0
97.20000000000003,299.0
97.27,300.0
97.20000000000003,301.0
97.48000000000003,302.0
97.69,303.0
98.03999999999999,304.0
98.45999999999998,305.0
99.02000000000004,306.0
99.57999999999997,307.0
99.65000000000003,308.0
99.01000000000002,309.0
99.64000000000004,310.0
100.27000000000002,311.0
100.40999999999998,312.0
100.71999999999997,313.0
101.27999999999999,314.0
101.66000000000003,315.0
102.04,316.0
102.35000000000001,317.0
102.63000000000005,318.0
102.85,319.0
102.11,320.0
100.85,321.0
101.13000000000001,322.0
101.34000000000003,323.0
101.50999999999998,324.0
101.37000000000002,325.0
101.51,326.0
100.61000000000001,327.0
100.96000000000002,328.0
101.17,329.0
101.44999999999997,330.0
101.73,331.0
102.00999999999998,332.0
102.28999999999999,333.0
102.57000000000004,334.0
102.78000000000002,335.0
101.79,336.0
102.07000000000006,337.0
102.21000000000002,338.0
102.48999999999998,339.0
102.63,340.0
101.64000000000001,341.0
101.91,342.0
101.97999999999999,343.0
101.99999999999999,344.0
100.79999999999998,345.0
100.86999999999999,346.0
99.74,347.0
98.47000000000001,348.0
98.61,349.0
96.14000000000003,350.0
94.86999999999999,351.0
94.02,352.0
94.36999999999998,353.0
94.51000000000002,354.0
93.52,355.0
93.87,356.0
94.29,357.0
94.49999999999999,358.0
94.85000000000001,359.0
93.80000000000001,360.0
94.22000000000001,361.0
94.50000000000003,362.0
94.87999999999998,363.0
95.04999999999998,364.0
94.06,365.0
94.33999999999999,366.0
94.61999999999998,367.0
94.90000000000002,368.0
95.12000000000002,369.0
94.98000000000003,370.0
95.19000000000001,371.0
95.19000000000001,372.0
95.27,373.0
95.2,374.0
95.2,375.0
95.2,376.0
94.00000000000001,377.0
94.07000000000005,378.0
93.13999999999999,379.0
90.87000000000002,380.0
90.07999999999996,381.0
90.35999999999997,382.0
90.35999999999999,383.0
90.64000000000003,384.0
90.14999999999999,385.0
89.93999999999998,386.0
88.81000000000002,387.0
88.81000000000002,388.0
88.74,389.0
88.6,390.0
88.6,391.0
88.6,392.0
88.6,393.0
88.6,394.0
88.6,395.0
88.6,396.0
88.6,397.0
88.6,398.0
88.6,399.0
88.6,400.0
88.6,401.0
88.74,402.0
88.95000000000002,403.0
89.29999999999998,404.0
89.72000000000001,405.0
90.13999999999999,406.0
90.55999999999999,407.0
90.98000000000002,408.0
91.39999999999996,409.0
91.32999999999997,410.0
91.74999999999999,411.0
92.17000000000003,412.0
91.18999999999998,413.0
91.61,414.0
92.02999999999996,415.0
91.45000000000002,416.0
91.94,417.0
92.43,418.0
91.91999999999999,419.0
92.41999999999999,420.0
92.84999999999998,421.0
93.06999999999996,422.0
92.99999999999999,423.0
93.21,424.0
93.27999999999997,425.0
92.08999999999996,426.0
92.29999999999994,427.0
92.37999999999998,428.0
91.52000000000004,429.0
91.66000000000001,430.0
91.75,431.0
91.81999999999998,432.0
91.89000000000004,433.0
91.96000000000002,434.0
92.03,435.0
92.10000000000002,436.0
92.17000000000002,437.0
92.23999999999998,438.0
92.31000000000002,439.0
92.38000000000001,440.0
92.45000000000005,441.0
92.51999999999997,442.0
92.59000000000002,443.0
92.66000000000004,444.0
92.73000000000002,445.0
92.80000000000001,446.0
92.80000000000001,447.0
92.80000000000001,448.0
92.80000000000001,449.0
92.80000000000001,450.0
93.07999999999997,451.0
92.03000000000003,452.0
92.45,453.0
92.86999999999999,454.0
93.36000000000001,455.0
93.78,456.0
94.05999999999997,457.0
93.0,458.0
93.76999999999998,459.0
94.54000000000003,460.0
95.10000000000001,461.0
95.79999999999998,462.0
96.50000000000003,463.0
97.2,464.0
97.84999999999997,465.0
98.48000000000005,466.0
98.11000000000001,467.0
97.23,468.0
97.78999999999999,469.0
98.35000000000002,470.0
97.23000000000003,471.0
97.68000000000002,472.0
97.99999999999997,473.0
97.8,474.0
96.74999999999997,475.0
96.74999999999999,476.0
96.96000000000004,477.0
97.38000000000002,478.0
97.87,479.0
98.35999999999994,480.0
98.84999999999997,481.0
98.13999999999994,482.0
98.69999999999997,483.0
98.06000000000002,484.0
98.69000000000003,485.0
99.32000000000001,486.0
99.59999999999997,487.0
97.63000000000005,488.0
97.84,489.0
98.33000000000001,490.0
98.75000000000001,491.0
99.19000000000001,492.0
98.28999999999996,493.0
98.57999999999998,494.0
97.66000000000001,495.0
95.93999999999998,496.0
96.01000000000002,497.0
96.36000000000001,498.0
96.5,499.0
96.5,500.0
96.28999999999999,501.0
96.5,502.0
94.63999999999996,503.0
93.78999999999994,504.0
94.07,505.0
94.49000000000004,506.0
94.55999999999999,507.0
94.49000000000002,508.0
94.76999999999998,509.0
94.90999999999998,510.0
95.12000000000003,511.0
95.33000000000001,512.0
95.48,513.0
95.61999999999999,514.0
94.56,515.0
93.96999999999997,516.0
94.25000000000004,517.0
94.53000000000002,518.0
94.53999999999998,519.0
94.33000000000001,520.0
94.47000000000003,521.0
94.53999999999999,522.0
94.40000000000003,523.0
94.40000000000003,524.0
94.40000000000003,525.0
94.61,526.0
94.02000000000001,527.0
94.30000000000001,528.0
94.44000000000003,529.0
93.85000000000007,530.0
94.13000000000005,531.0
94.41000000000001,532.0
94.69000000000003,533.0
94.05999999999999,534.0
94.33999999999997,535.0
94.47999999999999,536.0
94.69,537.0
94.89999999999998,538.0
95.11000000000001,539.0
94.51999999999997,540.0
94.80000000000001,541.0
95.08,542.0
95.08999999999997,543.0
95.22999999999999,544.0
95.37000000000002,545.0
95.44,546.0
95.51,547.0
95.58000000000001,548.0
94.84999999999997,549.0
94.19000000000003,550.0
93.75,551.0
94.39,552.0
93.66999999999999,553.0
93.43999999999996,554.0
93.58000000000001,555.0
93.44000000000003,556.0
93.29999999999995,557.0
92.52,558.0
93.22,559.0
93.19000000000003,560.0
94.03,561.0
94.83,562.0
95.6,563.0
96.05,564.0
95.85999999999997,565.0
95.49000000000001,566.0
95.94,567.0
96.43999999999997,568.0
96.51,569.0
96.47000000000001,570.0
96.54000000000002,571.0
96.39999999999998,572.0
96.39999999999998,573.0
96.39999999999998,574.0
96.39999999999998,575.0
96.88999999999999,576.0
97.30999999999996,577.0
97.86999999999998,578.0
97.94000000000001,579.0
98.5,580.0
98.64,581.0
99.19999999999999,582.0
99.75999999999998,583.0
100.31999999999998,584.0
100.87999999999995,585.0
101.43999999999997,586.0
101.99999999999999,587.0
99.15999999999998,588.0
99.93000000000002,589.0
100.64999999999996,590.0
100.92999999999998,591.0
101.30000000000001,592.0
100.07,593.0
98.98000000000002,594.0
99.19,595.0
99.40000000000002,596.0
99.4,597.0
99.18999999999998,598.0
99.20000000000002,599.0
99.20000000000002,600.0
99.20000000000002,601.0
99.20000000000002,602.0
99.20000000000002,603.0
99.20000000000002,604.0
98.2,605.0
98.27,606.0
98.34000000000002,607.0
98.41,608.0
98.48,609.0
97.55,610.0
97.69000000000001,611.0
97.68999999999998,612.0
97.83000000000001,613.0
97.82999999999998,614.0
97.9,615.0
97.96999999999998,616.0
98.03999999999999,617.0
98.11,618.0
98.17999999999998,619.0
98.2,620.0
98.2,621.0
98.2,622.0
98.2,623.0
98.2,624.0
97.19999999999996,625.0
97.47999999999999,626.0
97.89999999999998,627.0
98.38999999999996,628.0
98.66999999999999,629.0
98.16,630.0
98.65,631.0
97.93999999999998,632.0
98.50000000000003,633.0
98.06,634.0
98.69000000000003,635.0
97.97999999999998,636.0
98.17999999999998,637.0
98.63000000000001,638.0
98.70000000000005,639.0
99.0,640.0
99.14000000000001,641.0
99.35,642.0
99.5,643.0
99.58999999999999,644.0
99.60000000000004,645.0
99.60000000000004,646.0
99.60000000000004,647.0
97.19999999999997,648.0
95.87000000000003,649.0
96.00999999999998,650.0
96.00999999999999,651.0
95.15,652.0
95.36,653.0
95.43,654.0
94.17000000000002,655.0
94.37999999999995,656.0
94.58999999999999,657.0
94.58999999999999,658.0
94.73000000000005,659.0
94.87000000000003,660.0
95.00999999999998,661.0
95.15,662.0
95.28999999999995,663.0
95.43000000000002,664.0
95.57000000000001,665.0
95.66,666.0
95.73,667.0
95.8,668.0
95.8,669.0
95.8,670.0
95.8,671.0
95.8,672.0
95.8,673.0
95.8,674.0
95.8,675.0
96.00999999999999,676.0
96.08000000000001,677.0
95.08999999999995,678.0
93.97000000000004,679.0
94.32,680.0
94.46000000000001,681.0
94.53000000000002,682.0
94.74,683.0
94.95000000000002,684.0
95.16000000000004,685.0
95.37000000000003,686.0
95.58000000000001,687.0
95.79000000000002,688.0
94.79999999999997,689.0
94.98,690.0
95.12000000000005,691.0
95.21000000000001,692.0
93.80000000000001,693.0
93.14000000000001,694.0
93.21000000000001,695.0
92.14999999999998,696.0
91.86999999999996,697.0
90.60999999999999,698.0
90.47,699.0
90.67999999999998,700.0
90.60999999999999,701.0
90.23000000000003,702.0
90.43999999999998,703.0
90.78999999999999,704.0
91.14000000000003,705.0
91.21,706.0
91.55999999999996,707.0
91.10999999999999,708.0
91.31999999999995,709.0
91.67,710.0
92.02,711.0
92.09000000000002,712.0
92.43999999999998,713.0
92.79000000000002,714.0
92.92999999999998,715.0
93.21000000000001,716.0
93.48999999999998,717.0
93.71000000000002,718.0
92.92,719.0
92.00000000000001,720.0
92.20999999999997,721.0
90.94000000000001,722.0
89.88000000000002,723.0
89.81,724.0
89.95000000000002,725.0
90.09000000000003,726.0
90.22999999999998,727.0
89.99000000000001,728.0
90.55000000000003,729.0
91.24999999999999,730.0
91.95000000000003,731.0
92.64999999999999,732.0
92.55000000000003,733.0
93.25000000000001,734.0
93.95000000000002,735.0
94.65000000000005,736.0
95.35000000000001,737.0
94.97,738.0
95.60000000000002,739.0
96.13000000000002,740.0
96.57000000000001,741.0
95.99000000000001,742.0
96.40999999999998,743.0
96.78000000000004,744.0
97.00999999999998,745.0
97.16,746.0
97.23,747.0
97.3,748.0
97.36999999999999,749.0
96.24,750.0
95.51000000000002,751.0
94.98999999999997,752.0
95.36000000000001,753.0
95.77999999999999,754.0
95.27,755.0
95.83000000000004,756.0
96.46000000000001,757.0
97.09000000000005,758.0
97.72,759.0
98.35,760.0
98.98,761.0
99.61000000000001,762.0
99.39999999999995,763.0
100.03,764.0
100.65999999999997,765.0
100.44,766.0
100.79000000000003,767.0
100.47999999999996,768.0
100.90999999999997,769.0
101.29000000000002,770.0
101.58,771.0
101.52000000000001,772.0
100.39,773.0
100.46999999999998,774.0
99.74000000000001,775.0
99.88,776.0
98.76,777.0
99.11,778.0
99.17999999999999,779.0
99.45999999999998,780.0
98.94000000000001,781.0
99.29,782.0
99.49999999999996,783.0
99.85,784.0
100.05999999999999,785.0
100.33999999999997,786.0
100.61999999999999,787.0
100.82,788.0
100.91999999999997,789.0
100.98999999999997,790.0
100.99999999999997,791.0
100.99999999999997,792.0
100.99999999999997,793.0
99.59999999999997,794.0
98.47,795.0
98.61,796.0
98.61,797.0
98.47,798.0
98.47,799.0
98.39999999999999,800.0
98.46999999999997,801.0
97.67999999999999,802.0
97.82,803.0
98.09999999999998,804.0
97.58,805.0
97.64999999999996,806.0
98.00000000000001,807.0
98.21,808.0
98.49000000000001,809.0
98.41999999999999,810.0
98.63000000000001,811.0
98.84,812.0
97.84999999999998,813.0
98.12999999999998,814.0
98.41000000000003,815.0
98.69000000000007,816.0
98.97,817.0
98.9,818.0
99.18000000000004,819.0
99.32000000000002,820.0
99.47000000000001,821.0
97.99999999999999,822.0
98.06999999999998,823.0
98.14,824.0
98.20999999999995,825.0
97.99999999999999,826.0
98.34999999999998,827.0
97.23000000000002,828.0
96.52000000000001,829.0
96.87,830.0
97.28999999999999,831.0
97.71,832.0
95.89000000000001,833.0
96.31,834.0
96.58999999999999,835.0
96.00999999999999,836.0
96.36,837.0
96.7,838.0
95.74,839.0
95.73999999999998,840.0
95.97,841.0
96.17999999999999,842.0
96.17999999999999,843.0
95.97,844.0
96.07,845.0
96.13999999999999,846.0
95.99999999999997,847.0
95.99999999999997,848.0
95.99999999999997,849.0
95.99999999999997,850.0
95.99999999999997,851.0
95.28000000000002,852.0
95.63000000000001,853.0
95.83999999999999,854.0
96.11999999999998,855.0
96.4,856.0
96.67999999999999,857.0
96.96000000000001,858.0
97.24,859.0
97.52000000000001,860.0
97.1,861.0
97.37999999999997,862.0
97.61999999999999,863.0
97.82999999999998,864.0
98.03999999999999,865.0
98.25000000000001,866.0
98.46,867.0
98.67000000000002,868.0
98.82000000000002,869.0
98.96000000000001,870.0
97.90000000000003,871.0
98.04,872.0
98.17999999999998,873.0
98.31999999999995,874.0
98.17999999999996,875.0
98.40999999999994,876.0
98.48000000000002,877.0
98.61999999999999,878.0
98.76,879.0
98.90000000000002,880.0
99.04000000000003,881.0
99.17999999999996,882.0
97.91999999999999,883.0
98.13000000000002,884.0
98.20000000000002,885.0
98.34,886.0
98.48000000000002,887.0
98.61999999999999,888.0
98.76,889.0
98.89999999999995,890.0
99.04000000000002,891.0
99.17999999999999,892.0
99.19999999999999,893.0
99.19999999999999,894.0
99.19999999999999,895.0
99.19999999999999,896.0
99.19999999999999,897.0
99.19999999999999,898.0
99.19999999999999,899.0
96.99999999999997,900.0
97.14000000000006,901.0
97.41999999999996,902.0
97.77,903.0
97.91,904.0
97.06000000000002,905.0
97.47999999999999,906.0
97.89999999999995,907.0
96.91000000000001,908.0
97.40000000000005,909.0
97.60999999999997,910.0
98.03000000000002,911.0
98.30999999999999,912.0
97.41999999999996,913.0
96.57,914.0
95.53999999999999,915.0
95.91000000000003,916.0
95.98,917.0
96.05000000000004,918.0
96.25999999999996,919.0
96.46999999999998,920.0
96.61999999999995,921.0
96.75999999999999,922.0
96.83000000000003,923.0
96.9,924.0
96.97000000000001,925.0
97.31999999999998,926.0
96.40999999999995,927.0
96.83000000000004,928.0
97.39000000000001,929.0
97.94999999999999,930.0
98.50999999999996,931.0
98.00999999999996,932.0
98.57000000000004,933.0
97.92999999999999,934.0
98.56,935.0
99.19,936.0
99.82000000000001,937.0
100.45000000000003,938.0
100.72999999999996,939.0
101.31,940.0
101.86999999999996,941.0
102.22000000000001,942.0
102.64999999999998,943.0
103.07000000000002,944.0
103.48999999999997,945.0
103.71000000000005,946.0
103.79999999999998,947.0
103.79999999999998,948.0
102.39999999999999,949.0
101.07,950.0
100.15,951.0
99.30000000000001,952.0
99.71999999999997,953.0
99.43999999999997,954.0
98.66,955.0
98.87000000000002,956.0
99.01000000000003,957.0
98.72999999999999,958.0
99.01,959.0
98.79999999999997,960.0
99.08000000000006,961.0
99.08000000000003,962.0
99.22000000000001,963.0
99.36000000000003,964.0
99.49999999999996,965.0
99.64000000000003,966.0
99.77999999999996,967.0
99.86000000000004,968.0
99.92999999999999,969.0
100.00000000000003,970.0
100.00000000000003,971.0
100.00000000000003,972.0
100.00000000000003,973.0
100.00000000000003,974.0
100.00000000000003,975.0
99.07,976.0
99.21000000000001,977.0
99.35000000000001,978.0
99.48999999999998,979.0
98.23,980.0
98.09,981.0
96.83000000000003,982.0
97.04000000000003,983.0
96.97000000000003,984.0
97.11000000000003,985.0
97.24999999999997,986.0
97.38999999999999,987.0
97.11000000000003,988.0
97.24999999999999,989.0
97.24999999999997,990.0
97.32000000000001,991.0
97.39,992.0
97.4,993.0
97.4,994.0
97.4,995.0
97.4,996.0
97.4,997.0
97.4,998.0
97.4,999.0
97.4,1000.0
97.4,1001.0
97.54000000000003,1002.0
97.75000000000001,1003.0
97.96,1004.0
98.16999999999997,1005.0
98.38000000000001,1006.0
97.38999999999999,1007.0
97.67000000000002,1008.0
97.95000000000005,1009.0
98.02000000000002,1010.0
98.29999999999998,1011.0
98.44,1012.0
98.65,1013.0
98.86000000000001,1014.0
99.07000000000001,1015.0
99.27999999999997,1016.0
99.43999999999998,1017.0
99.58000000000003,1018.0
99.65999999999998,1019.0
99.72999999999996,1020.0
99.80000000000003,1021.0
99.80000000000003,1022.0
99.80000000000003,1023.0
99.80000000000003,1024.0
99.80000000000003,1025.0
100.07999999999998,1026.0
100.42999999999999,1027.0
100.78,1028.0
101.13,1029.0
101.47999999999998,1030.0
101.02999999999999,1031.0
101.44999999999997,1032.0
101.73000000000003,1033.0
102.07999999999998,1034.0
101.42999999999996,1035.0
101.84999999999998,1036.0
100.86999999999998,1037.0
101.35999999999997,1038.0
101.56999999999998,1039.0
102.05999999999997,1040.0
102.41000000000001,1041.0
101.74999999999999,1042.0
101.99000000000002,1043.0
102.07000000000005,1044.0
102.07000000000001,1045.0
102.00000000000003,1046.0
102.00000000000003,1047.0
101.20000000000002,1048.0
101.27000000000002,1049.0
101.20000000000002,1050.0
101.55000000000004,1051.0
100.63000000000001,1052.0
100.25000000000003,1053.0
100.74,1054.0
99.62,1055.0
99.97000000000001,1056.0
100.38999999999999,1057.0
100.52999999999996,1058.0
100.88,1059.0
101.23,1060.0
101.57999999999997,1061.0
101.92999999999999,1062.0
102.24,1063.0
100.11999999999996,1064.0
99.29000000000002,1065.0
99.71000000000001,1066.0
100.13,1067.0
100.27000000000001,1068.0
99.99000000000001,1069.0
100.26999999999995,1070.0
100.33999999999995,1071.0
100.19999999999995,1072.0
100.19999999999995,1073.0
100.19999999999995,1074.0
100.19999999999995,1075.0
100.19999999999995,1076.0
99.14,1077.0
99.48999999999997,1078.0
99.84000000000003,1079.0
100.26000000000005,1080.0
100.47000000000001,1081.0
99.85000000000001,1082.0
99.33999999999999,1083.0
99.40999999999997,1084.0
99.97000000000006,1085.0
100.32000000000006,1086.0
100.88,1087.0
101.22000000000006,1088.0
101.52999999999997,1089.0
101.80999999999997,1090.0
100.89000000000001,1091.0
101.16999999999999,1092.0
101.45000000000002,1093.0
101.72999999999999,1094.0
102.01,1095.0
102.22999999999999,1096.0
102.42999999999998,1097.0
101.37,1098.0
101.52,1099.0
101.66,1100.0
101.79999999999997,1101.0
101.94999999999999,1102.0
102.09,1103.0
102.22999999999999,1104.0
102.37000000000002,1105.0
102.51000000000002,1106.0
102.64999999999998,1107.0
102.79000000000002,1108.0
102.92999999999999,1109.0
101.87000000000002,1110.0
102.00999999999999,1111.0
102.15000000000002,1112.0
102.28999999999998,1113.0
102.42999999999999,1114.0
102.57000000000004,1115.0
102.64999999999999,1116.0
102.72,1117.0
102.78999999999999,1118.0
102.79999999999994,1119.0
102.79999999999994,1120.0
102.79999999999994,1121.0
102.79999999999994,1122.0
102.79999999999994,1123.0
102.79999999999994,1124.0
102.79999999999994,1125.0
101.39999999999998,1126.0
101.53999999999998,1127.0
101.74999999999999,1128.0
101.82000000000001,1129.0
102.10000000000005,1130.0
100.84,1131.0
101.11999999999999,1132.0
101.39999999999998,1133.0
101.46999999999996,1134.0
101.67999999999994,1135.0
101.88999999999999,1136.0
102.10000000000001,1137.0
102.30999999999997,1138.0
102.52000000000004,1139.0
102.72999999999995,1140.0
102.94,1141.0
103.14999999999998,1142.0
103.31,1143.0
103.39,1144.0
103.46000000000001,1145.0
102.32999999999997,1146.0
102.46999999999997,1147.0
102.53999999999999,1148.0
102.61000000000001,1149.0
102.39999999999996,1150.0
102.46999999999997,1151.0
102.53999999999996,1152.0
102.60999999999996,1153.0
102.67999999999998,1154.0
102.74999999999999,1155.0
102.81999999999998,1156.0
102.88999999999997,1157.0
102.96000000000001,1158.0
103.02999999999999,1159.0
103.09999999999997,1160.0
103.16999999999996,1161.0
103.23999999999998,1162.0
103.30999999999996,1163.0
102.37999999999998,1164.0
102.51999999999995,1165.0
102.65999999999995,1166.0
102.80000000000001,1167.0
102.88,1168.0
99.99999999999994,1169.0
100.14000000000001,1170.0
99.07999999999998,1171.0
98.08999999999999,1172.0
97.08999999999999,1173.0
97.01999999999998,1174.0
96.01999999999994,1175.0
96.02000000000001,1176.0
96.02000000000001,1177.0
96.22999999999996,1178.0
95.04,1179.0
94.97,1180.0
94.44999999999999,1181.0
91.85999999999996,1182.0
91.86,1183.0
92.13999999999996,1184.0
92.42000000000002,1185.0
92.70000000000002,1186.0
90.23000000000003,1187.0
90.23,1188.0
90.44000000000001,1189.0
90.37000000000003,1190.0
90.44,1191.0
90.57999999999998,1192.0
90.66000000000001,1193.0
90.72999999999996,1194.0
90.79999999999995,1195.0
89.6,1196.0
89.66999999999999,1197.0
89.6,1198.0
89.66999999999999,1199.0
88.40000000000003,1200.0
87.60000000000002,1201.0
88.16000000000004,1202.0
88.57999999999996,1203.0
89.07000000000002,1204.0
89.55999999999995,1205.0
90.05000000000003,1206.0
89.81,1207.0
90.37,1208.0
90.93000000000002,1209.0
91.49000000000004,1210.0
92.05000000000003,1211.0
92.61000000000004,1212.0
93.13,1213.0
93.61999999999998,1214.0
93.10999999999997,1215.0
93.54999999999998,1216.0
94.03999999999998,1217.0
94.53000000000003,1218.0
94.90000000000003,1219.0
95.25,1220.0
95.55000000000001,1221.0
95.62000000000002,1222.0
95.68999999999998,1223.0
95.76,1224.0
95.82999999999998,1225.0
96.18,1226.0
96.59999999999998,1227.0
97.08999999999996,1228.0
97.64999999999998,1229.0
98.20999999999995,1230.0
98.72,1231.0
98.41,1232.0
98.96999999999996,1233.0
99.53000000000002,1234.0
100.08999999999997,1235.0
100.64999999999995,1236.0
99.96999999999997,1237.0
100.52999999999996,1238.0
101.08999999999996,1239.0
101.61000000000001,1240.0
